question,answer
س5: كيف يمكن للمستخدم متابعة حالة طلب زيارة المجمع بعد تقديمه؟,"جواب: يمكن للمستخدم متابعة حالة الطلب من خلال جدول الطلبات الخاص به، حيث يظهر فيه حالة الطلب (مثل ""جديد""، ""تحت الإجراء""، ""تم التعديل""، إلخ) إضافة المكتبات:"
س1: ما هي خدمة إضافة مكتبة؟,"جواب خدمة إضافة مكتبة تتيح لأصحاب ومديري المكتبات الخاصة أو العامة أو الوقفية من خارج المجمع تقديم طلب لإضافة مكتبتهم الخاصة، بما في ذلك المكتبات الرئيسية والفرعية ، كما تهدف هذه الخدمة 
إلى تسهيل عملية إدراج المكتبات في بوابة المكتبات الخاصة بالمجمع، وتعزيز التعاون بين المكتبات المختلفة."
س2: من هم المستفيدون من خدمة إضافة مكتبة؟,جواب: المستفيدون من الخدمة هم أصحاب ومديرو المكتبات الخاصة، العامة، والوقفية الذين يرغبون في إدراج مكتباتهم في النظام .
س3: كيف يمكن للمستخدم تقديم طلب لإضافة مكتبة؟,جواب يمكن للمستخدم تقديم طلب من خلال تعبئة النموذج الخاص بخدمة إضافة مكتبة على المنصة، وتقديم المعلومات المطلوبة حول المكتبة حيث يقوم المستخدم بتقديم معلومات مثل اسم المكتبة، نوع المكتبة، تخصص المكتبة، عدد المكتبات الفرعية، معلومات الاتصال، والعنوان.
س4: كيف يتم تقييم الطلبات المقدمة لإضافة مكتبة؟,جواب: يتم تقييم الطلبات من قبل موظف مختص يقوم بمراجعة الطلب وتحديد ما إذا كان سيتم الموافقة عليه أو إعادته لمقدم الطلب لتعديل الملاحظات.
س5: كيف يمكن للمستخدم متابعة حالة طلب إضافة مكتبة بعد تقديمه؟,"جواب: يمكن للمستخدم متابعة حالة الطلب من خلال جدول الطلبات الخاص به، حيث يظهر فيه حالة الطلب (مثل ""جديد""، ""تحت الإجراء""، ""تم التعديل""، إلخ) طلب إفادة عن صحة وثائق:"
س1: ما هي خدمة إفادة عن صحة وثائق؟,جواب هي خدمة تتيح للمستفيدين إمكانية الاستفسار والحصول على إفادة رسمية حول صحة وثيقة معينة ومصدرها ، كما تهدف هذه الخدمة إلى توفير معلومات دقيقة حول الوثائق لتعزيز الثقة في الوثائق المقدمة.
س2: من هم المستفيدون من خدمة صحة وثائق ؟,جواب: المستفيدون من الخدمة هم الأفراد، الباحثون، والجهات الحكومية أو الخاصة التي تحتاج إلى التحقق من صحة الوثائق.
س3: كيف يمكن للمستخدم تقديم طلب للحصول على خدمة إفادة عن صحة وثائق؟,جواب يمكن للمستخدم تقديم طلب من خلال تعبئة النموذج الخاص بالخدمة على المنصة، وتقديم المعلومات المطلوبة حول الوثيقة ، كما يجب على المستخدم تقديم معلومات مثل الاسم الكامل، البريد الإلكتروني، رقم الهاتف، نوع الوثيقة، تاريخ الوثيقة، وأي تفاصيل إضافية ذات صلة
س4: كيف يتم تقييم الطلبات المقدمة للحصول على خدمة إفادة عن صحة وثائق؟,جواب: يتم تقييم الطلبات من قبل موظف مختص يقوم بمراجعة الطلب والتحقق من المعلومات المقدمة قبل إصدار الإفادة.
س5: كيف يمكن للمستخدم متابعة حالة طلب إفادة عن صحة وثائق بعد تقديمه؟,"جواب: يمكن للمستخدم متابعة حالة الطلب من خلال جدول الطلبات الخاص به، حيث يظهر فيه حالة الطلب (مثل ""جديد""، ""تحت الإجراء""، ""تم التعديل""، إلخ) خدمات الترميم والتعقيم والتجليد:"
س1: ما هي خدمة الترميم أو التعقيم أو التجليد؟,جواب: خدمة الترميم: تهدف إلى إصلاح الوثائق والمخطوطات والكتب التالفة أو المتضررة، وذلك باستخدام تقنيات ومواد خاصة للحفاظ على سلامتها. خدمة التعقيم: تتعلق بإزالة الجراثيم والميكروبات من الوثائق والمخطوطات، مما يضمن سلامتها من التلوث ويطيل عمرها. خدمة التجليد: تشمل تغليف الوثائق والمخطوطات بطريقة تحميها من التلف، وتساعد في تنظيمها وتسهيل الوصول إليها
س2: ما هي أنواع الوثائق التي يمكن للمستخدم النهائي طلب خدمات الترميم أو التعقيم أو التجليد لها؟,جواب: يمكن للمستخدم النهائي طلب خدمات الترميم أو التعقيم أو التجليد للوثائق، المخطوطات، والكتب النادرة.
س3: ما هي أهمية الخدمة؟,جواب: حماية التراث الثقافي حيث تساهم هذه الخدمات في حماية التراث الثقافي والتاريخي من التلف والتدهور وكذلك تسهيل الوصول إلى المعلومات: من خلال تحسين حالة الوثائق، يمكن تسهيل الوصول إلى المعلومات القيمة الموجودة فيها. 
س4: ما هي المعلومات التي يحتاج المستخدم لتقديمها عند تقديم الطلب؟,جواب: يحتاج المستخدم لتقديم المعلومات الشخصية مثل الاسم الكامل، البريد الإلكتروني، ورقم الجوال، بالإضافة إلى معلومات الوثائق أو المقتنيات مثل اسم الوثيقة، اسم المؤلف، تاريخ الوثيقة، نوع الملكية، وأبعاد الوثيقة.
س5: ما هي الخطوات التي يجب على المستخدم اتباعها لتقديم طلب خدمات الترميم أو التعقيم أو التجليد؟,"جواب:      - اختيار زر طلب خدمات الترميم أو التعقيم أو التجليد. - إدخال المعلومات الشخصية والمعلومات الخاصة بالوثائق أو المقتنيات. - الموافقة على الشروط والأحكام. - الضغط على زر ""تقديم"" (Submit). - انتظار رسالة تأكيد ""تم تقديم الطلب بنجاح""."
س6: كيف يمكن للمستخدم متابعة حالة الطلبات المقدمة؟,جواب: يمكن للمستخدم متابعة حالة الطلبات من خلال جدول الطلبات الذي يظهر فيه مجموعة من الحقول مثل رقم الطلب، التاريخ، مقدم الطلب، حالة الطلب، وزر لمطالعة الطلب.
س7: ما هي الخطوات التي يجب على المستخدم النهائي اتباعها بعد استلام إشعار بقبول طلبه؟,جواب: بعد استلام إشعار بقبول الطلب، يجب على المستخدم النهائي الانتظار لتحديد موعد المعاينة من قبل موظف المعاينة، ثم دفع التكلفة المحددة لاستكمال الإجراءات.
س8: كيف يمكن للمستخدم متابعة حالة الطلبات المقدمة؟,جواب: يمكن للمستخدم متابعة حالة الطلبات من خلال جدول الطلبات الذي يظهر فيه مجموعة من الحقول مثل رقم الطلب، التاريخ، مقدم الطلب، حالة الطلب، وزر لمطالعة الطلب.
س9: هل للمستخدم الصلاحية بمعاينة المقتنى أو المخطوط لخدمات الترميم أو التعقيم أو التجليد؟,جواب: يستطيع المستخدم مراجعة واتخاذ قرار بخصوص الخدمة المقدمة.  طلب حجز قاعة:
س1: ما هي خدمة حجز القاعة؟,جواب: خدمة حجز القاعة تتيح للمستخدمين إمكانية حجز قاعات مثل خلوة الباحث وقاعة التدريب للاستخدامات المختلفة وتهدف الخدمة إلى تسهيل عملية حجز القاعات، تنظيم المواعيد، وضمان توفر القاعات للاستخدام عند الحاجة.
س2: من هم المستفيدون من خدمة حجز القاعة ؟,جواب: المستفيدون من الخدمة هم الأفراد والجهات الذين يحتاجون إلى حجز قاعات للاجتماعات، ورش العمل، أو الفعاليات ، حيث يمكن تقديم طلب من خلال تعبئة النموذج الخاص بحجز القاعة على المنصة، وتحديد الموعد والمعلومات المطلوبة. 
س3: كيف يمكن للمستخدم تقديم طلب للحصول على خدمة حجز القاعة ؟,جواب: يمكن للمستخدم تقديم طلب من خلال تعبئة النموذج الخاص بحجز القاعة على المنصة، وتحديد الموعد والمعلومات المطلوبة. يجب على المستخدم تقديم معلومات مثل الاسم الكامل، البريد الإلكتروني، رقم الهاتف، نوع القاعة المطلوبة، تاريخ ووقت الحجز، وأي ملاحظات إضافية.  
س4: كيف يتم تقييم الطلبات المقدمة لخدمة حجز القاعة ؟,"جواب: يتم تقييم الطلبات من قبل موظف المجمع الذي يقوم بمراجعة الطلب وتحديد المواعيد المتاحة والتكلفة. كما يمكن للمستخدم متابعة حالة الطلب من خلال جدول الطلبات الخاص به، حيث يظهر فيه حالة الطلب (مثل ""جديد""، ""تحت الإجراء""، ""تم التعديل""، إلخ)"
س5: كيف يمكن للمستخدم متابعة حالة الطلبات المقدمة؟,جواب: يمكن للمستخدم متابعة حالة الطلبات من خلال جدول الطلبات الذي يظهر فيه مجموعة من الحقول مثل رقم الطلب، التاريخ، مقدم الطلب، حالة الطلب، وزر لمطالعة الطلب. طلب استشارة بحثية:
س1: ما هي خدمة الاستشارة البحثية المقدمة في الوثيقة؟,"جواب: خدمة الاستشارة البحثية تهدف إلى تقديم الدعم والمشورة للباحثين في مجالات البحث المختلفة، بما في ذلك توجيههم نحو المصادر والمعلومات اللازمة لإجراء أبحاثهم ، 
تقديم المشورة حول منهجيات البحث."
س2: من هم المستفيدون من خدمة الاستشارة البحثية؟,جواب: المستفيدون من الخدمة هم الباحثون، الطلاب، الأكاديميون، والممارسون في مجالات البحث المختلفة
س3: كيف يمكن للمستخدم تقديم طلب للحصول على خدمة الاستشارة البحثية؟,جواب: يمكن للمستخدم تقديم طلب من خلال تعبئة النموذج الخاص بخدمة الاستشارة البحثية على المنصة، وتقديم المعلومات المطلوبة حول موضوع البحث. يجب على المستخدم تقديم معلومات مثل الاسم الكامل، البريد الإلكتروني، رقم الهاتف، موضوع البحث، وأي تفاصيل إضافية ذات صلة
س4: كيف يتم تقييم الطلبات المقدمة للاستشارة البحثية؟,جواب: يتم تقييم الطلبات من قبل موظف مختص يقوم بمراجعة الطلب وتحديد مدى إمكانية تقديم الاستشارة بناءً على الموضوع والمعلومات المقدمة ، إذا تم رفض الطلب، يتم إشعار مقدم الطلب بالرفض مع ذكر الأسباب، ويمكنه تعديل الطلب وفقًا للملاحظات وإعادة تقديمه .
س5: كيف يتم تقييم الطلبات المقدمة للاستشارة البحثية؟,جواب: يتم تقييم الطلبات من قبل موظف مختص يقوم بمراجعة الطلب وتحديد مدى إمكانية تقديم الاستشارة بناءً على الموضوع والمعلومات المقدمة، إذا تم رفض الطلب، يتم إشعار مقدم الطلب بالرفض مع ذكر الأسباب، ويمكنه تعديل الطلب وفقًا للملاحظات وإعادة تقديمه.
س6: من الذي يقوم بتقديم الاستشارة البحثية؟,جواب: يتم تعيين باحث مختص ليقوم بالرد على الاستشارة واتخاذ القرار المناسب.
